uberon_id	subset
UBERON:0000105	efo_slim
UBERON:0000105	upper_level
UBERON:0000106	efo_slim
UBERON:0000107	efo_slim
UBERON:0000108	efo_slim
UBERON:0000109	efo_slim
UBERON:0000112	efo_slim
UBERON:0000114	pheno_slim
UBERON:0000115	pheno_slim
UBERON:0000116	pheno_slim
UBERON:0000118	pheno_slim
UBERON:0000119	upper_level
UBERON:0000125	cumbo
UBERON:0000127	pheno_slim
UBERON:0000128	pheno_slim
UBERON:0000152	efo_slim
UBERON:0000155	efo_slim
UBERON:0000155	pheno_slim
UBERON:0000155	vertebrate_core
UBERON:0000156	pheno_slim
UBERON:0000157	pheno_slim
UBERON:0000159	pheno_slim
UBERON:0000159	uberon_slim
UBERON:0000160	efo_slim
UBERON:0000160	pheno_slim
UBERON:0000160	uberon_slim
UBERON:0000160	vertebrate_core
UBERON:0000163	pheno_slim
UBERON:0000164	pheno_slim
UBERON:0000165	efo_slim
UBERON:0000165	major_organ
UBERON:0000165	pheno_slim
UBERON:0000165	uberon_slim
UBERON:0000165	vertebrate_core
UBERON:0000166	uberon_slim
UBERON:0000166	vertebrate_core
UBERON:0000167	pheno_slim
UBERON:0000167	uberon_slim
UBERON:0000167	vertebrate_core
UBERON:0000168	non_informative
UBERON:0000170	pheno_slim
UBERON:0000171	functional_classification
UBERON:0000171	organ_slim
UBERON:0000173	pheno_slim
UBERON:0000178	efo_slim
UBERON:0000178	pheno_slim
UBERON:0000178	uberon_slim
UBERON:0000178	vertebrate_core
UBERON:0000199	pheno_slim
UBERON:0000200	pheno_slim
UBERON:0000203	developmental_classification
UBERON:0000203	efo_slim
UBERON:0000204	developmental_classification
UBERON:0000204	efo_slim
UBERON:0000209	pheno_slim
UBERON:0000210	pheno_slim
UBERON:0000211	efo_slim
UBERON:0000211	pheno_slim
UBERON:0000211	uberon_slim
UBERON:0000211	vertebrate_core
UBERON:0000301	pheno_slim
UBERON:0000303	pheno_slim
UBERON:0000305	pheno_slim
UBERON:0000307	inconsistent_with_fma
UBERON:0000309	pheno_slim
UBERON:0000310	pheno_slim
UBERON:0000311	pheno_slim
UBERON:0000315	pheno_slim
UBERON:0000317	efo_slim
UBERON:0000323	efo_slim
UBERON:0000323	pheno_slim
UBERON:0000325	organ_slim
UBERON:0000325	pheno_slim
UBERON:0000333	organ_slim
UBERON:0000341	pheno_slim
UBERON:0000344	pheno_slim
UBERON:0000345	pheno_slim
UBERON:0000347	pheno_slim
UBERON:0000348	pheno_slim
UBERON:0000349	non_informative
UBERON:0000349	pheno_slim
UBERON:0000358	efo_slim
UBERON:0000359	organ_slim
UBERON:0000359	pheno_slim
UBERON:0000362	pheno_slim
UBERON:0000365	pheno_slim
UBERON:0000366	pheno_slim
UBERON:0000366	vertebrate_core
UBERON:0000369	efo_slim
UBERON:0000375	pheno_slim
UBERON:0000376	efo_slim
UBERON:0000376	pheno_slim
UBERON:0000377	pheno_slim
UBERON:0000378	pheno_slim
UBERON:0000381	pheno_slim
UBERON:0000382	organ_slim
UBERON:0000382	pheno_slim
UBERON:0000383	efo_slim
UBERON:0000383	pheno_slim
UBERON:0000388	pheno_slim
UBERON:0000391	organ_slim
UBERON:0000395	pheno_slim
UBERON:0000396	pheno_slim
UBERON:0000397	vertebrate_core
UBERON:0000401	pheno_slim
UBERON:0000403	pheno_slim
UBERON:0000409	organ_slim
UBERON:0000409	pheno_slim
UBERON:0000411	efo_slim
UBERON:0000412	pheno_slim
UBERON:0000414	organ_slim
UBERON:0000423	organ_slim
UBERON:0000423	pheno_slim
UBERON:0000428	pheno_slim
UBERON:0000430	vertebrate_core
UBERON:0000440	grouping_class
UBERON:0000440	pheno_slim
UBERON:0000446	pheno_slim
UBERON:0000451	efo_slim
UBERON:0000453	efo_slim
UBERON:0000453	pheno_slim
UBERON:0000454	pheno_slim
UBERON:0000460	organ_slim
UBERON:0000460	pheno_slim
UBERON:0000461	organ_slim
UBERON:0000463	pheno_slim
UBERON:0000463	upper_level
UBERON:0000464	upper_level
UBERON:0000465	upper_level
UBERON:0000466	upper_level
UBERON:0000467	pheno_slim
UBERON:0000467	uberon_slim
UBERON:0000467	upper_level
UBERON:0000468	efo_slim
UBERON:0000468	pheno_slim
UBERON:0000468	uberon_slim
UBERON:0000468	upper_level
UBERON:0000470	upper_level
UBERON:0000471	upper_level
UBERON:0000472	upper_level
UBERON:0000473	efo_slim
UBERON:0000473	organ_slim
UBERON:0000473	pheno_slim
UBERON:0000473	uberon_slim
UBERON:0000473	vertebrate_core
UBERON:0000474	efo_slim
UBERON:0000474	pheno_slim
UBERON:0000474	uberon_slim
UBERON:0000475	efo_slim
UBERON:0000475	pheno_slim
UBERON:0000475	uberon_slim
UBERON:0000475	upper_level
UBERON:0000476	vertebrate_core
UBERON:0000477	upper_level
UBERON:0000478	pheno_slim
UBERON:0000478	uberon_slim
UBERON:0000478	vertebrate_core
UBERON:0000479	pheno_slim
UBERON:0000479	upper_level
UBERON:0000480	upper_level
UBERON:0000481	upper_level
UBERON:0000482	uberon_slim
UBERON:0000482	vertebrate_core
UBERON:0000483	pheno_slim
UBERON:0000483	uberon_slim
UBERON:0000483	vertebrate_core
UBERON:0000484	uberon_slim
UBERON:0000484	vertebrate_core
UBERON:0000485	uberon_slim
UBERON:0000485	vertebrate_core
UBERON:0000486	uberon_slim
UBERON:0000486	vertebrate_core
UBERON:0000487	uberon_slim
UBERON:0000487	vertebrate_core
UBERON:0000488	vertebrate_core
UBERON:0000489	organ_slim
UBERON:0000489	upper_level
UBERON:0000490	vertebrate_core
UBERON:0000491	organ_slim
UBERON:0000491	upper_level
UBERON:0000908	pheno_slim
UBERON:0000908	uberon_slim
UBERON:0000913	pheno_slim
UBERON:0000914	uberon_slim
UBERON:0000914	upper_level
UBERON:0000915	uberon_slim
UBERON:0000916	efo_slim
UBERON:0000916	pheno_slim
UBERON:0000916	uberon_slim
UBERON:0000920	dubious_grouping
UBERON:0000920	uberon_slim
UBERON:0000920	vertebrate_core
UBERON:0000922	efo_slim
UBERON:0000922	pheno_slim
UBERON:0000922	uberon_slim
UBERON:0000922	vertebrate_core
UBERON:0000923	uberon_slim
UBERON:0000923	vertebrate_core
UBERON:0000924	efo_slim
UBERON:0000924	pheno_slim
UBERON:0000924	uberon_slim
UBERON:0000924	vertebrate_core
UBERON:0000925	efo_slim
UBERON:0000925	pheno_slim
UBERON:0000925	uberon_slim
UBERON:0000925	vertebrate_core
UBERON:0000926	efo_slim
UBERON:0000926	pheno_slim
UBERON:0000926	uberon_slim
UBERON:0000926	vertebrate_core
UBERON:0000927	efo_slim
UBERON:0000927	uberon_slim
UBERON:0000929	uberon_slim
UBERON:0000930	grouping_class
UBERON:0000930	pheno_slim
UBERON:0000930	uberon_slim
UBERON:0000930	vertebrate_core
UBERON:0000931	uberon_slim
UBERON:0000933	efo_slim
UBERON:0000933	pheno_slim
UBERON:0000934	efo_slim
UBERON:0000934	uberon_slim
UBERON:0000935	pheno_slim
UBERON:0000935	uberon_slim
UBERON:0000935	vertebrate_core
UBERON:0000936	pheno_slim
UBERON:0000936	uberon_slim
UBERON:0000936	vertebrate_core
UBERON:0000939	uberon_slim
UBERON:0000941	efo_slim
UBERON:0000941	pheno_slim
UBERON:0000941	uberon_slim
UBERON:0000941	vertebrate_core
UBERON:0000942	uberon_slim
UBERON:0000945	efo_slim
UBERON:0000945	major_organ
UBERON:0000945	organ_slim
UBERON:0000945	pheno_slim
UBERON:0000945	uberon_slim
UBERON:0000945	vertebrate_core
UBERON:0000946	pheno_slim
UBERON:0000946	uberon_slim
UBERON:0000946	vertebrate_core
UBERON:0000947	efo_slim
UBERON:0000947	grouping_class
UBERON:0000947	pheno_slim
UBERON:0000947	uberon_slim
UBERON:0000948	efo_slim
UBERON:0000948	major_organ
UBERON:0000948	organ_slim
UBERON:0000948	pheno_slim
UBERON:0000948	uberon_slim
UBERON:0000948	vertebrate_core
UBERON:0000949	efo_slim
UBERON:0000949	pheno_slim
UBERON:0000949	uberon_slim
UBERON:0000949	vertebrate_core
UBERON:0000950	uberon_slim
UBERON:0000955	cumbo
UBERON:0000955	efo_slim
UBERON:0000955	major_organ
UBERON:0000955	pheno_slim
UBERON:0000955	uberon_slim
UBERON:0000955	vertebrate_core
UBERON:0000956	efo_slim
UBERON:0000956	pheno_slim
UBERON:0000956	uberon_slim
UBERON:0000957	non_informative
UBERON:0000957	uberon_slim
UBERON:0000957	upper_level
UBERON:0000958	upper_level
UBERON:0000959	pheno_slim
UBERON:0000959	uberon_slim
UBERON:0000959	vertebrate_core
UBERON:0000961	uberon_slim
UBERON:0000962	uberon_slim
UBERON:0000964	efo_slim
UBERON:0000964	pheno_slim
UBERON:0000964	uberon_slim
UBERON:0000964	vertebrate_core
UBERON:0000965	pheno_slim
UBERON:0000965	uberon_slim
UBERON:0000965	vertebrate_core
UBERON:0000966	efo_slim
UBERON:0000966	pheno_slim
UBERON:0000966	uberon_slim
UBERON:0000966	vertebrate_core
UBERON:0000970	efo_slim
UBERON:0000970	functional_classification
UBERON:0000970	major_organ
UBERON:0000970	organ_slim
UBERON:0000970	uberon_slim
UBERON:0000971	uberon_slim
UBERON:0000972	efo_slim
UBERON:0000972	uberon_slim
UBERON:0000974	efo_slim
UBERON:0000974	pheno_slim
UBERON:0000974	uberon_slim
UBERON:0000975	pheno_slim
UBERON:0000975	uberon_slim
UBERON:0000976	efo_slim
UBERON:0000976	pheno_slim
UBERON:0000976	uberon_slim
UBERON:0000977	efo_slim
UBERON:0000977	pheno_slim
UBERON:0000977	uberon_slim
UBERON:0000978	efo_slim
UBERON:0000978	pheno_slim
UBERON:0000978	uberon_slim
UBERON:0000979	efo_slim
UBERON:0000979	pheno_slim
UBERON:0000979	uberon_slim
UBERON:0000980	pheno_slim
UBERON:0000980	uberon_slim
UBERON:0000981	efo_slim
UBERON:0000981	pheno_slim
UBERON:0000981	uberon_slim
UBERON:0000982	efo_slim
UBERON:0000982	organ_slim
UBERON:0000982	pheno_slim
UBERON:0000982	uberon_slim
UBERON:0000982	vertebrate_core
UBERON:0000983	uberon_slim
UBERON:0000984	uberon_slim
UBERON:0000985	uberon_slim
UBERON:0000987	efo_slim
UBERON:0000987	uberon_slim
UBERON:0000988	efo_slim
UBERON:0000988	pheno_slim
UBERON:0000988	uberon_slim
UBERON:0000989	efo_slim
UBERON:0000989	organ_slim
UBERON:0000989	pheno_slim
UBERON:0000989	uberon_slim
UBERON:0000990	efo_slim
UBERON:0000990	functional_classification
UBERON:0000990	pheno_slim
UBERON:0000990	uberon_slim
UBERON:0000990	vertebrate_core
UBERON:0000991	major_organ
UBERON:0000991	organ_slim
UBERON:0000991	pheno_slim
UBERON:0000991	uberon_slim
UBERON:0000991	vertebrate_core
UBERON:0000992	efo_slim
UBERON:0000992	organ_slim
UBERON:0000992	pheno_slim
UBERON:0000992	uberon_slim
UBERON:0000992	vertebrate_core
UBERON:0000993	efo_slim
UBERON:0000993	uberon_slim
UBERON:0000993	vertebrate_core
UBERON:0000994	dubious_grouping
UBERON:0000994	efo_slim
UBERON:0000994	uberon_slim
UBERON:0000995	efo_slim
UBERON:0000995	organ_slim
UBERON:0000995	pheno_slim
UBERON:0000995	uberon_slim
UBERON:0000996	efo_slim
UBERON:0000996	pheno_slim
UBERON:0000996	uberon_slim
UBERON:0000997	efo_slim
UBERON:0000997	pheno_slim
UBERON:0000997	uberon_slim
UBERON:0000998	efo_slim
UBERON:0000998	organ_slim
UBERON:0000998	pheno_slim
UBERON:0000998	uberon_slim
UBERON:0000999	efo_slim
UBERON:0000999	uberon_slim
UBERON:0001000	efo_slim
UBERON:0001000	pheno_slim
UBERON:0001000	uberon_slim
UBERON:0001000	vertebrate_core
UBERON:0001001	efo_slim
UBERON:0001001	uberon_slim
UBERON:0001002	grouping_class
UBERON:0001002	non_informative
UBERON:0001002	uberon_slim
UBERON:0001003	efo_slim
UBERON:0001003	pheno_slim
UBERON:0001003	uberon_slim
UBERON:0001003	vertebrate_core
UBERON:0001004	efo_slim
UBERON:0001004	functional_classification
UBERON:0001004	pheno_slim
UBERON:0001004	uberon_slim
UBERON:0001004	vertebrate_core
UBERON:0001005	grouping_class
UBERON:0001005	uberon_slim
UBERON:0001007	efo_slim
UBERON:0001007	pheno_slim
UBERON:0001007	uberon_slim
UBERON:0001007	vertebrate_core
UBERON:0001008	efo_slim
UBERON:0001008	pheno_slim
UBERON:0001008	uberon_slim
UBERON:0001008	vertebrate_core
UBERON:0001009	uberon_slim
UBERON:0001011	uberon_slim
UBERON:0001012	pheno_slim
UBERON:0001013	efo_slim
UBERON:0001013	pheno_slim
UBERON:0001013	uberon_slim
UBERON:0001013	vertebrate_core
UBERON:0001015	efo_slim
UBERON:0001015	pheno_slim
UBERON:0001015	uberon_slim
UBERON:0001015	vertebrate_core
UBERON:0001016	cumbo
UBERON:0001016	efo_slim
UBERON:0001016	pheno_slim
UBERON:0001016	uberon_slim
UBERON:0001016	vertebrate_core
UBERON:0001017	cumbo
UBERON:0001017	efo_slim
UBERON:0001017	pheno_slim
UBERON:0001017	uberon_slim
UBERON:0001017	vertebrate_core
UBERON:0001018	cumbo
UBERON:0001018	pheno_slim
UBERON:0001019	uberon_slim
UBERON:0001020	cumbo
UBERON:0001020	uberon_slim
UBERON:0001021	pheno_slim
UBERON:0001021	uberon_slim
UBERON:0001021	vertebrate_core
UBERON:0001027	pheno_slim
UBERON:0001027	uberon_slim
UBERON:0001028	pheno_slim
UBERON:0001031	uberon_slim
UBERON:0001032	efo_slim
UBERON:0001032	uberon_slim
UBERON:0001032	vertebrate_core
UBERON:0001033	efo_slim
UBERON:0001033	pheno_slim
UBERON:0001033	uberon_slim
UBERON:0001033	vertebrate_core
UBERON:0001037	efo_slim
UBERON:0001037	pheno_slim
UBERON:0001037	uberon_slim
UBERON:0001038	efo_slim
UBERON:0001038	organ_slim
UBERON:0001038	uberon_slim
UBERON:0001040	efo_slim
UBERON:0001040	pheno_slim
UBERON:0001040	uberon_slim
UBERON:0001041	developmental_classification
UBERON:0001041	pheno_slim
UBERON:0001041	uberon_slim
UBERON:0001042	efo_slim
UBERON:0001042	pheno_slim
UBERON:0001042	uberon_slim
UBERON:0001042	vertebrate_core
UBERON:0001043	efo_slim
UBERON:0001043	major_organ
UBERON:0001043	organ_slim
UBERON:0001043	pheno_slim
UBERON:0001043	uberon_slim
UBERON:0001043	vertebrate_core
UBERON:0001044	efo_slim
UBERON:0001044	functional_classification
UBERON:0001044	organ_slim
UBERON:0001044	pheno_slim
UBERON:0001044	uberon_slim
UBERON:0001045	developmental_classification
UBERON:0001045	efo_slim
UBERON:0001045	pheno_slim
UBERON:0001045	uberon_slim
UBERON:0001046	developmental_classification
UBERON:0001046	pheno_slim
UBERON:0001046	uberon_slim
UBERON:0001047	uberon_slim
UBERON:0001048	efo_slim
UBERON:0001048	pheno_slim
UBERON:0001048	uberon_slim
UBERON:0001049	pheno_slim
UBERON:0001049	uberon_slim
UBERON:0001049	vertebrate_core
UBERON:0001051	efo_slim
UBERON:0001051	pheno_slim
UBERON:0001051	uberon_slim
UBERON:0001052	efo_slim
UBERON:0001052	pheno_slim
UBERON:0001052	uberon_slim
UBERON:0001053	efo_slim
UBERON:0001053	organ_slim
UBERON:0001054	efo_slim
UBERON:0001054	uberon_slim
UBERON:0001056	efo_slim
UBERON:0001057	efo_slim
UBERON:0001057	uberon_slim
UBERON:0001058	efo_slim
UBERON:0001058	uberon_slim
UBERON:0001059	efo_slim
UBERON:0001059	uberon_slim
UBERON:0001062	upper_level
UBERON:0001063	pheno_slim
UBERON:0001063	uberon_slim
UBERON:0001064	uberon_slim
UBERON:0001065	pheno_slim
UBERON:0001065	uberon_slim
UBERON:0001066	efo_slim
UBERON:0001066	pheno_slim
UBERON:0001066	uberon_slim
UBERON:0001067	pheno_slim
UBERON:0001067	uberon_slim
UBERON:0001068	pheno_slim
UBERON:0001069	uberon_slim
UBERON:0001070	efo_slim
UBERON:0001070	pheno_slim
UBERON:0001070	uberon_slim
UBERON:0001070	vertebrate_core
UBERON:0001071	uberon_slim
UBERON:0001072	pheno_slim
UBERON:0001072	uberon_slim
UBERON:0001074	pheno_slim
UBERON:0001074	uberon_slim
UBERON:0001074	vertebrate_core
UBERON:0001075	pheno_slim
UBERON:0001075	uberon_slim
UBERON:0001075	vertebrate_core
UBERON:0001076	pheno_slim
UBERON:0001076	uberon_slim
UBERON:0001076	vertebrate_core
UBERON:0001077	pheno_slim
UBERON:0001077	uberon_slim
UBERON:0001078	pheno_slim
UBERON:0001078	uberon_slim
UBERON:0001079	vertebrate_core
UBERON:0001080	pheno_slim
UBERON:0001080	vertebrate_core
UBERON:0001081	pheno_slim
UBERON:0001081	vertebrate_core
UBERON:0001082	vertebrate_core
UBERON:0001083	efo_slim
UBERON:0001083	pheno_slim
UBERON:0001083	vertebrate_core
UBERON:0001087	uberon_slim
UBERON:0001088	efo_slim
UBERON:0001088	pheno_slim
UBERON:0001088	uberon_slim
UBERON:0001089	pheno_slim
UBERON:0001089	uberon_slim
UBERON:0001090	uberon_slim
UBERON:0001090	vertebrate_core
UBERON:0001091	efo_slim
UBERON:0001091	pheno_slim
UBERON:0001091	uberon_slim
UBERON:0001091	vertebrate_core
UBERON:0001092	pheno_slim
UBERON:0001092	uberon_slim
UBERON:0001092	vertebrate_core
UBERON:0001093	pheno_slim
UBERON:0001093	uberon_slim
UBERON:0001093	vertebrate_core
UBERON:0001094	pheno_slim
UBERON:0001094	uberon_slim
UBERON:0001095	pheno_slim
UBERON:0001095	uberon_slim
UBERON:0001095	vertebrate_core
UBERON:0001097	pheno_slim
UBERON:0001097	uberon_slim
UBERON:0001098	pheno_slim
UBERON:0001098	uberon_slim
UBERON:0001099	uberon_slim
UBERON:0001100	organ_slim
UBERON:0001100	pheno_slim
UBERON:0001100	uberon_slim
UBERON:0001101	uberon_slim
UBERON:0001103	efo_slim
UBERON:0001103	organ_slim
UBERON:0001103	pheno_slim
UBERON:0001103	uberon_slim
UBERON:0001104	uberon_slim
UBERON:0001105	pheno_slim
UBERON:0001105	uberon_slim
UBERON:0001106	uberon_slim
UBERON:0001107	uberon_slim
UBERON:0001107	vertebrate_core
UBERON:0001108	uberon_slim
UBERON:0001109	uberon_slim
UBERON:0001110	uberon_slim
UBERON:0001111	efo_slim
UBERON:0001111	pheno_slim
UBERON:0001111	uberon_slim
UBERON:0001112	efo_slim
UBERON:0001112	pheno_slim
UBERON:0001112	uberon_slim
UBERON:0001114	uberon_slim
UBERON:0001114	vertebrate_core
UBERON:0001115	uberon_slim
UBERON:0001115	vertebrate_core
UBERON:0001116	uberon_slim
UBERON:0001117	uberon_slim
UBERON:0001121	organ_slim
UBERON:0001121	uberon_slim
UBERON:0001122	uberon_slim
UBERON:0001123	uberon_slim
UBERON:0001125	pheno_slim
UBERON:0001125	uberon_slim
UBERON:0001126	uberon_slim
UBERON:0001127	uberon_slim
UBERON:0001128	uberon_slim
UBERON:0001129	uberon_slim
UBERON:0001130	efo_slim
UBERON:0001130	pheno_slim
UBERON:0001130	uberon_slim
UBERON:0001130	vertebrate_core
UBERON:0001131	uberon_slim
UBERON:0001132	organ_slim
UBERON:0001132	pheno_slim
UBERON:0001132	uberon_slim
UBERON:0001133	pheno_slim
UBERON:0001133	uberon_slim
UBERON:0001133	vertebrate_core
UBERON:0001134	pheno_slim
UBERON:0001134	uberon_slim
UBERON:0001134	vertebrate_core
UBERON:0001135	efo_slim
UBERON:0001135	pheno_slim
UBERON:0001135	uberon_slim
UBERON:0001135	vertebrate_core
UBERON:0001136	uberon_slim
UBERON:0001137	efo_slim
UBERON:0001137	uberon_slim
UBERON:0001138	uberon_slim
UBERON:0001139	uberon_slim
UBERON:0001140	pheno_slim
UBERON:0001140	uberon_slim
UBERON:0001141	pheno_slim
UBERON:0001142	pheno_slim
UBERON:0001143	pheno_slim
UBERON:0001143	uberon_slim
UBERON:0001143	vertebrate_core
UBERON:0001144	uberon_slim
UBERON:0001145	uberon_slim
UBERON:0001146	uberon_slim
UBERON:0001148	uberon_slim
UBERON:0001150	uberon_slim
UBERON:0001151	uberon_slim
UBERON:0001152	pheno_slim
UBERON:0001152	uberon_slim
UBERON:0001152	vertebrate_core
UBERON:0001153	efo_slim
UBERON:0001153	pheno_slim
UBERON:0001153	uberon_slim
UBERON:0001154	efo_slim
UBERON:0001154	organ_slim
UBERON:0001154	uberon_slim
UBERON:0001155	efo_slim
UBERON:0001155	pheno_slim
UBERON:0001155	uberon_slim
UBERON:0001155	vertebrate_core
UBERON:0001156	efo_slim
UBERON:0001156	uberon_slim
UBERON:0001157	efo_slim
UBERON:0001157	uberon_slim
UBERON:0001158	efo_slim
UBERON:0001158	uberon_slim
UBERON:0001159	efo_slim
UBERON:0001159	uberon_slim
UBERON:0001160	efo_slim
UBERON:0001160	pheno_slim
UBERON:0001160	uberon_slim
UBERON:0001161	uberon_slim
UBERON:0001162	pheno_slim
UBERON:0001163	uberon_slim
UBERON:0001164	uberon_slim
UBERON:0001165	efo_slim
UBERON:0001165	pheno_slim
UBERON:0001165	uberon_slim
UBERON:0001166	pheno_slim
UBERON:0001166	uberon_slim
UBERON:0001167	pheno_slim
UBERON:0001171	pheno_slim
UBERON:0001173	organ_slim
UBERON:0001173	pheno_slim
UBERON:0001173	uberon_slim
UBERON:0001174	pheno_slim
UBERON:0001174	uberon_slim
UBERON:0001174	vertebrate_core
UBERON:0001175	pheno_slim
UBERON:0001175	uberon_slim
UBERON:0001178	uberon_slim
UBERON:0001178	vertebrate_core
UBERON:0001179	pheno_slim
UBERON:0001179	uberon_slim
UBERON:0001182	pheno_slim
UBERON:0001182	uberon_slim
UBERON:0001183	pheno_slim
UBERON:0001183	uberon_slim
UBERON:0001184	efo_slim
UBERON:0001184	pheno_slim
UBERON:0001184	uberon_slim
UBERON:0001184	vertebrate_core
UBERON:0001185	pheno_slim
UBERON:0001185	uberon_slim
UBERON:0001186	pheno_slim
UBERON:0001187	uberon_slim
UBERON:0001190	uberon_slim
UBERON:0001191	uberon_slim
UBERON:0001192	uberon_slim
UBERON:0001193	uberon_slim
UBERON:0001193	vertebrate_core
UBERON:0001194	uberon_slim
UBERON:0001195	uberon_slim
