uberon_id	uberon_name	xref
UBERON:0000125	neural nucleus	AEO:0000136
UBERON:0000125	neural nucleus	FMA:83686
UBERON:0000125	neural nucleus	nlx:28443
UBERON:0000125	neural nucleus	Nucleus:(neuroanatomy)
UBERON:0000941	cranial nerve II	AAO:0010345
UBERON:0000941	cranial nerve II	BAMS:2n
UBERON:0000941	cranial nerve II	BAMS:IIn
UBERON:0000941	cranial nerve II	BAMS:nII
UBERON:0000941	cranial nerve II	birnlex:1640
UBERON:0000941	cranial nerve II	CALOHA:TS-0713
UBERON:0000941	cranial nerve II	DHBA:15544
UBERON:0000941	cranial nerve II	EFO:0004258
UBERON:0000941	cranial nerve II	EHDAA:6788
UBERON:0000941	cranial nerve II	EHDAA2:0001313
UBERON:0000941	cranial nerve II	EMAPA:17575
UBERON:0000941	cranial nerve II	EMAPA:17846
UBERON:0000941	cranial nerve II	FMA:50863
UBERON:0000941	cranial nerve II	GAID:831
UBERON:0000941	cranial nerve II	HBA:9307
UBERON:0000941	cranial nerve II	http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=289
UBERON:0000941	cranial nerve II	http://linkedlifedata.com/resource/umls/id/C0029130
UBERON:0000941	cranial nerve II	http://www.snomedbrowser.com/Codes/Details/180938001
UBERON:0000941	cranial nerve II	MA:0001097
UBERON:0000941	cranial nerve II	MBA:848
UBERON:0000941	cranial nerve II	MESH:A08.800.800.120.680
UBERON:0000941	cranial nerve II	OpenCyc:Mx4rvVjLm5wpEbGdrcN5Y29ycA
UBERON:0000941	cranial nerve II	Optic:Nerve
UBERON:0000941	cranial nerve II	Optic:nerve
UBERON:0000941	cranial nerve II	TAO:0000435
UBERON:0000941	cranial nerve II	UMLS:C0029130
UBERON:0000941	cranial nerve II	VHOG:0000543
UBERON:0000941	cranial nerve II	XAO:0000188
UBERON:0000941	cranial nerve II	ZFA:0000435
UBERON:0003697	abdominal wall	Abdominal:Wall
UBERON:0003697	abdominal wall	Abdominal:wall
UBERON:0003697	abdominal wall	FMA:10429
UBERON:0003697	abdominal wall	FMA:259054
UBERON:0003697	abdominal wall	GAID:26
UBERON:0003697	abdominal wall	http://linkedlifedata.com/resource/umls/id/C0836916
UBERON:0003697	abdominal wall	http://www.snomedbrowser.com/Codes/Details/181613000
UBERON:0003697	abdominal wall	MESH:A01.047.050
UBERON:0003697	abdominal wall	UMLS:C0836916
UBERON:0011602	gingiva of lower jaw	EMAPA:18967
UBERON:0011602	gingiva of lower jaw	FMA:59764
UBERON:0011602	gingiva of lower jaw	http://linkedlifedata.com/resource/umls/id/C0227123
UBERON:0011602	gingiva of lower jaw	http://www.snomedbrowser.com/Codes/Details/304704007
UBERON:0011602	gingiva of lower jaw	Lower:Gingiva
UBERON:2001778	pelvic fin lepidotrichium 3	ZFA:0005557
UBERON:0003993	interventricular foramen of CNS	BAMS:IVF
UBERON:0003993	interventricular foramen of CNS	BAMS:ivf
UBERON:0003993	interventricular foramen of CNS	DHBA:10608
UBERON:0003993	interventricular foramen of CNS	EMAPA:36067
UBERON:0003993	interventricular foramen of CNS	FMA:75351
UBERON:0003993	interventricular foramen of CNS	http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=447
UBERON:0003993	interventricular foramen of CNS	http://en.wikipedia.org/wiki/Interventricular_foramina_(neural_anatomy)
UBERON:0003993	interventricular foramen of CNS	http://linkedlifedata.com/resource/umls/id/C0016520
UBERON:0003993	interventricular foramen of CNS	http://ncicb.nci.nih.gov/xml/owl/EVS/Foramen_of_Monroe
UBERON:0003993	interventricular foramen of CNS	http://www.snomedbrowser.com/Codes/Details/279248006
UBERON:0003993	interventricular foramen of CNS	MBA:124
UBERON:0003993	interventricular foramen of CNS	UMLS:C0016520
UBERON:2005370	dorsal fin pterygiophore 7	ZFA:0005370
UBERON:0012295	Guérin's valve	http://www.snomedbrowser.com/Codes/Details/367737008
UBERON:0001702	eyelash	FMA:53669
UBERON:0001702	eyelash	GAID:73
UBERON:0001702	eyelash	http://en.wikipedia.org/wiki/Eyelash
UBERON:0001702	eyelash	http://linkedlifedata.com/resource/umls/id/C0015422
UBERON:0001702	eyelash	http://ncicb.nci.nih.gov/xml/owl/EVS/Eyelash
UBERON:0001702	eyelash	http://www.snomedbrowser.com/Codes/Details/244201001
UBERON:0001702	eyelash	MA:0002702
UBERON:0001702	eyelash	MESH:A01.456.505.420.504.421
UBERON:0001702	eyelash	OpenCyc:Mx4rvVi41pwpEbGdrcN5Y29ycA
UBERON:0001702	eyelash	UMLS:C0015422
UBERON:2005117	anterior lateral line primordium	ZFA:0005117
UBERON:0013733	caudal linear nucleus	FMA:231003
UBERON:0013733	caudal linear nucleus	HBA:9470
UBERON:0004344	cardinal vein	AAO:0011022
UBERON:0004344	cardinal vein	BTO:0004385
UBERON:0004344	cardinal vein	Cardinal:Vein
UBERON:0004344	cardinal vein	EHDAA:1310
UBERON:0004344	cardinal vein	EHDAA2:0000213
UBERON:0004344	cardinal vein	EMAPA:16354
UBERON:0004344	cardinal vein	http://linkedlifedata.com/resource/umls/id/C0231085
UBERON:0004344	cardinal vein	http://www.snomedbrowser.com/Codes/Details/362860004
UBERON:0004344	cardinal vein	UMLS:C0231085
UBERON:0004344	cardinal vein	VHOG:0001197
UBERON:0004344	cardinal vein	XAO:0000052
UBERON:0016641	subparafascicular nucleus	DHBA:13054
UBERON:0016641	subparafascicular nucleus	FMA:226239
UBERON:0016641	subparafascicular nucleus	http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=2253
UBERON:0016641	subparafascicular nucleus	MBA:406
UBERON:0000369	corpus striatum	BAMS:CSTR
UBERON:0000369	corpus striatum	BTO:0001311
UBERON:0000369	corpus striatum	CALOHA:TS-0183
UBERON:0000369	corpus striatum	Corpus:Striatum
UBERON:0000369	corpus striatum	Corpus:striatum
UBERON:0000369	corpus striatum	EFO:0000381
UBERON:0000369	corpus striatum	EHDAA2:0000596
UBERON:0000369	corpus striatum	EMAPA:17549
UBERON:0000369	corpus striatum	EV:0100184
UBERON:0000369	corpus striatum	FMA:77616
UBERON:0000369	corpus striatum	GAID:667
UBERON:0000369	corpus striatum	http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=2339
UBERON:0000369	corpus striatum	http://linkedlifedata.com/resource/umls/id/C0010097
UBERON:0000369	corpus striatum	http://www.snomedbrowser.com/Codes/Details/279318005
UBERON:0000369	corpus striatum	MESH:A08.186.211.730.885.105.487
UBERON:0000369	corpus striatum	UMLS:C0010097
UBERON:0000369	corpus striatum	VHOG:0001175
UBERON:0034983	ischial tuberosity	FMA:17010
UBERON:0034983	ischial tuberosity	http://en.wikipedia.org/wiki/Tuberosity_of_the_ischium
UBERON:0034983	ischial tuberosity	http://www.snomedbrowser.com/Codes/Details/182041003
UBERON:0005475	sigmoid sinus	EHDAA:9880
UBERON:0005475	sigmoid sinus	EHDAA2:0001838
UBERON:0005475	sigmoid sinus	EMAPA:19060
UBERON:0005475	sigmoid sinus	FMA:50782
UBERON:0005475	sigmoid sinus	http://www.snomedbrowser.com/Codes/Details/279264003
UBERON:0005475	sigmoid sinus	Sigmoid:Sinus
UBERON:0005475	sigmoid sinus	Sigmoid:sinus
UBERON:0005475	sigmoid sinus	VHOG:0001337
UBERON:0012336	perianal skin	FMA:29350
UBERON:0012336	perianal skin	http://www.snomedbrowser.com/Codes/Details/181522009
UBERON:0012336	perianal skin	MA:0003046
UBERON:0001311	inferior vesical artery	FMA:18823
UBERON:0001311	inferior vesical artery	http://en.wikipedia.org/wiki/Inferior_vesical_artery
UBERON:0001311	inferior vesical artery	http://linkedlifedata.com/resource/umls/id/C0226377
UBERON:0001311	inferior vesical artery	http://ncicb.nci.nih.gov/xml/owl/EVS/Inferior_Vesical_Artery
UBERON:0001311	inferior vesical artery	http://www.snomedbrowser.com/Codes/Details/43210002
UBERON:0001311	inferior vesical artery	MA:0002079
UBERON:0001311	inferior vesical artery	UMLS:C0226377
UBERON:0012369	longitudinal muscle layer of muscular coat	BTO:0005214
UBERON:0012369	longitudinal muscle layer of muscular coat	FMA:62900
UBERON:2001715	caudal principal ray 3	ZFA:0005513
UBERON:0002430	lateral hypothalamic area	BAMS:HLA
UBERON:0002430	lateral hypothalamic area	BAMS:LH
UBERON:0002430	lateral hypothalamic area	BAMS:LHA
UBERON:0002430	lateral hypothalamic area	birnlex:4037
UBERON:0002430	lateral hypothalamic area	BM:Die-Hy-HLA
UBERON:0002430	lateral hypothalamic area	EMAPA:35480
UBERON:0002430	lateral hypothalamic area	FMA:62030
UBERON:0002430	lateral hypothalamic area	GAID:640
UBERON:0002430	lateral hypothalamic area	http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=426
UBERON:0002430	lateral hypothalamic area	http://en.wikipedia.org/wiki/Lateral_hypothalamic_area
UBERON:0002430	lateral hypothalamic area	http://linkedlifedata.com/resource/umls/id/C0020654
UBERON:0002430	lateral hypothalamic area	MA:0000834
UBERON:0002430	lateral hypothalamic area	MBA:194
UBERON:0002430	lateral hypothalamic area	MESH:A08.186.211.730.385.357.300
UBERON:0002430	lateral hypothalamic area	UMLS:C0020654
UBERON:0003552	telencephalon pia mater	EHDAA2:0001992
UBERON:0003552	telencephalon pia mater	EMAPA:17777
UBERON:0003552	telencephalon pia mater	MA:0000982
UBERON:0003552	telencephalon pia mater	VHOG:0000476
UBERON:0007169	short head of biceps brachii	:Origin_and_insertion
UBERON:0007169	short head of biceps brachii	EMAPA:25055
UBERON:0007169	short head of biceps brachii	FMA:37682
UBERON:0016492	foramen spinosum of sphenoid bone	FMA:53156
UBERON:0016492	foramen spinosum of sphenoid bone	Foramen:spinosum
UBERON:0016492	foramen spinosum of sphenoid bone	http://www.snomedbrowser.com/Codes/Details/369440000
UBERON:0002435	striatum	BAMS:STR
UBERON:0002435	striatum	BAMS:Str
UBERON:0002435	striatum	BAMS:Striatum
UBERON:0002435	striatum	birnlex:1672
UBERON:0002435	striatum	BM:N
UBERON:0002435	striatum	BTO:0000418
UBERON:0002435	striatum	DHBA:10333
UBERON:0002435	striatum	DMBA:15851
UBERON:0002435	striatum	EFO:0000109
UBERON:0002435	striatum	EMAPA:17549
UBERON:0002435	striatum	FMA:77618
UBERON:0002435	striatum	FMA:83683
UBERON:0002435	striatum	HBA:4277
UBERON:0002435	striatum	http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=225
UBERON:0002435	striatum	http://en.wikipedia.org/wiki/Striatum
UBERON:0002435	striatum	http://linkedlifedata.com/resource/umls/id/C0162512
UBERON:0002435	striatum	http://ncicb.nci.nih.gov/xml/owl/EVS/Striatum
UBERON:0002435	striatum	MA:0000891
UBERON:0002435	striatum	MBA:477
UBERON:0002435	striatum	MESH:A08.186.211.730.885.105.487.550
UBERON:0002435	striatum	PBA:10080
UBERON:0002435	striatum	UMLS:C0162512
UBERON:2005027	posterior cerebral vein	ZFA:0005027
UBERON:0012416	respiratory system arterial smooth muscle	MA:0001802
UBERON:0002269	pupillary membrane	FMA:77663
UBERON:0002269	pupillary membrane	http://en.wikipedia.org/wiki/Persistent_pupillary_membrane
UBERON:0002269	pupillary membrane	MA:0001293
UBERON:0001382	pectineus muscle	AAO:0010036
UBERON:0001382	pectineus muscle	EMAPA:36238
UBERON:0001382	pectineus muscle	FMA:22440
UBERON:0001382	pectineus muscle	http://linkedlifedata.com/resource/umls/id/C0224447
UBERON:0001382	pectineus muscle	http://ncicb.nci.nih.gov/xml/owl/EVS/Pectineus
UBERON:0001382	pectineus muscle	http://www.snomedbrowser.com/Codes/Details/245017006
UBERON:0001382	pectineus muscle	MA:0002353
UBERON:0001382	pectineus muscle	Pectineus:muscle
UBERON:0001382	pectineus muscle	UMLS:C0224447
UBERON:0002874	lateral pericuneate nucleus	BAMS:LPCu
UBERON:0002874	lateral pericuneate nucleus	birnlex:2647
UBERON:0002874	lateral pericuneate nucleus	DHBA:12526
UBERON:0002874	lateral pericuneate nucleus	FMA:72604
UBERON:0002874	lateral pericuneate nucleus	HBA:9581
UBERON:0002874	lateral pericuneate nucleus	http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=769
UBERON:0002874	lateral pericuneate nucleus	http://linkedlifedata.com/resource/umls/id/C0262271
UBERON:0002874	lateral pericuneate nucleus	UMLS:C0262271
UBERON:0005381	dentate gyrus granule cell layer	BAMS:DG-sg
UBERON:0005381	dentate gyrus granule cell layer	BAMS:GrDG
UBERON:0005381	dentate gyrus granule cell layer	BAMS:sg
UBERON:0005381	dentate gyrus granule cell layer	birnlex:4129
UBERON:0005381	dentate gyrus granule cell layer	DMBA:16122
UBERON:0005381	dentate gyrus granule cell layer	EMAPA:35276
UBERON:0005381	dentate gyrus granule cell layer	FMA:83146
UBERON:0005381	dentate gyrus granule cell layer	http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=2122
UBERON:0005381	dentate gyrus granule cell layer	MA:0000946
UBERON:0005381	dentate gyrus granule cell layer	MBA:632
UBERON:0003848	gonadal vein	EHDAA:8703
UBERON:0003848	gonadal vein	EHDAA2:0000719
UBERON:0003848	gonadal vein	Gonadal:vein
UBERON:0003848	gonadal vein	http://www.snomedbrowser.com/Codes/Details/278192008
UBERON:0003848	gonadal vein	OpenCyc:Mx4rvlWYh5wpEbGdrcN5Y29ycA
UBERON:0003848	gonadal vein	VHOG:0001340
UBERON:0016412	central part of body of bony vertebral centrum	FMA:24003
UBERON:0002626	head of caudate nucleus	BAMS:HCd
UBERON:0002626	head of caudate nucleus	birnlex:1212
UBERON:0002626	head of caudate nucleus	DHBA:10335
UBERON:0002626	head of caudate nucleus	EMAPA:18547
UBERON:0002626	head of caudate nucleus	FMA:61852
UBERON:0002626	head of caudate nucleus	HBA:12900
UBERON:0002626	head of caudate nucleus	http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=227
UBERON:0002626	head of caudate nucleus	http://linkedlifedata.com/resource/umls/id/C0152336
UBERON:0002626	head of caudate nucleus	http://www.snomedbrowser.com/Codes/Details/279298007
UBERON:0002626	head of caudate nucleus	UMLS:C0152336
UBERON:0009047	superior external pudendal vein	MA:0002204
UBERON:0001541	medial plantar artery	FMA:43925
UBERON:0001541	medial plantar artery	http://en.wikipedia.org/wiki/Medial_plantar_artery
UBERON:0001541	medial plantar artery	http://linkedlifedata.com/resource/umls/id/C0226479
UBERON:0001541	medial plantar artery	http://linkedlifedata.com/resource/umls/id/C1512881
UBERON:0001541	medial plantar artery	http://ncicb.nci.nih.gov/xml/owl/EVS/Internal_Plantar_Artery
UBERON:0001541	medial plantar artery	http://ncicb.nci.nih.gov/xml/owl/EVS/Medial_Plantar_Artery
UBERON:0001541	medial plantar artery	http://www.snomedbrowser.com/Codes/Details/181360004
UBERON:0001541	medial plantar artery	MA:0001997
UBERON:0001541	medial plantar artery	UMLS:C0226479
UBERON:0009775	lateral medullary reticular complex	BAMS:LMRt
UBERON:0009775	lateral medullary reticular complex	FMA:72573
UBERON:0009775	lateral medullary reticular complex	HBA:9613
UBERON:0009775	lateral medullary reticular complex	http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=726
UBERON:0005039	mucosa of bronchiole	FMA:263230
UBERON:0005039	mucosa of bronchiole	FMA:62774
UBERON:0005039	mucosa of bronchiole	http://www.snomedbrowser.com/Codes/Details/10887006
UBERON:0013125	left subcardinal vein	EHDAA2:0001932
UBERON:0013125	left subcardinal vein	http://www.snomedbrowser.com/Codes/Details/361451002
UBERON:0005263	outflow tract cardiac jelly	EHDAA2:0001354
UBERON:0005263	outflow tract cardiac jelly	EMAPA:16230
UBERON:0005263	outflow tract cardiac jelly	EMAPA:16347
UBERON:0005263	outflow tract cardiac jelly	VHOG:0000940
UBERON:0034830	stratum pyramidale of rostral CA1	DHBA:11278
UBERON:0007823	appendage girdle region	FMA:24874
UBERON:0007823	appendage girdle region	VSAO:0000303
UBERON:0003290	meninx of diencephalon	EHDAA:5458
UBERON:0003290	meninx of diencephalon	EHDAA2:0000399
UBERON:0003290	meninx of diencephalon	EMAPA:17764
UBERON:0003290	meninx of diencephalon	MA:0000826
UBERON:0003290	meninx of diencephalon	VHOG:0000009
UBERON:2000854	somite 21	ZFA:0000854
UBERON:0013462	sylvian point	FMA:49458
UBERON:0013462	sylvian point	Sylvian:point
UBERON:0004200	kidney pyramid	BTO:0003926
UBERON:0004200	kidney pyramid	FMA:258870
UBERON:0004200	kidney pyramid	http://linkedlifedata.com/resource/umls/id/C0227629
UBERON:0004200	kidney pyramid	http://linkedlifedata.com/resource/umls/id/C1514613
UBERON:0004200	kidney pyramid	http://ncicb.nci.nih.gov/xml/owl/EVS/Pyramid_of_Malpighi
UBERON:0004200	kidney pyramid	http://www.snomedbrowser.com/Codes/Details/361328001
UBERON:0004200	kidney pyramid	MA:0001654
UBERON:0004200	kidney pyramid	Renal:Pyramid
UBERON:0004200	kidney pyramid	Renal:pyramids
UBERON:0004200	kidney pyramid	UMLS:C0227629
UBERON:0004200	kidney pyramid	UMLS:C1514613
UBERON:0007225	lateral entorhinal cortex	BAMS:ENTl
UBERON:0007225	lateral entorhinal cortex	BAMS:LEnt
UBERON:0007225	lateral entorhinal cortex	BTO:0004347
UBERON:0007225	lateral entorhinal cortex	DHBA:10318
UBERON:0007225	lateral entorhinal cortex	EMAPA:35477
UBERON:0007225	lateral entorhinal cortex	http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=1883
UBERON:0007225	lateral entorhinal cortex	MA:0000911
UBERON:0007225	lateral entorhinal cortex	MBA:918
UBERON:0007225	lateral entorhinal cortex	PBA:128011876
UBERON:0003473	thoracic cavity artery	MA:0001902
UBERON:0003473	thoracic cavity artery	MESH:A07.231.114.891
UBERON:0007615	prostate gland ventral lobe	BTO:0000490
UBERON:0007615	prostate gland ventral lobe	EMAPA:29836
UBERON:0007615	prostate gland ventral lobe	MA:0001740
UBERON:2000748	epaxial region somite 6	ZFA:0000748
UBERON:0005495	midbrain lateral wall	EHDAA:3700
UBERON:0005495	midbrain lateral wall	EHDAA2:0001171
UBERON:0005495	midbrain lateral wall	EMAPA:16976
UBERON:0005495	midbrain lateral wall	TAO:0000906
UBERON:0005495	midbrain lateral wall	VHOG:0000455
UBERON:0005495	midbrain lateral wall	ZFA:0000906
UBERON:0002316	white matter	AEO:0000139
UBERON:0002316	white matter	AEO:0001011
UBERON:0002316	white matter	EMAPA:35927
UBERON:0002316	white matter	FMA:83929
UBERON:0002316	white matter	HBA:9218
UBERON:0002316	white matter	http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=2870
UBERON:0002316	white matter	http://linkedlifedata.com/resource/umls/id/C0682708
UBERON:0002316	white matter	MA:0001135
UBERON:0002316	white matter	nlx:412
UBERON:0002316	white matter	nlx_anat:101177
UBERON:0002316	white matter	OpenCyc:Mx4rwOAsDZwpEbGdrcN5Y29ycA
UBERON:0002316	white matter	PBA:294022044
UBERON:0002316	white matter	TAO:0000145
UBERON:0002316	white matter	TAO:0002142
UBERON:0002316	white matter	TAO:0002143
UBERON:0002316	white matter	UMLS:C0682708
UBERON:0002316	white matter	VHOG:0001764
UBERON:0002316	white matter	White:Matter
UBERON:0002316	white matter	White:matter
UBERON:0002316	white matter	ZFA:0001682
UBERON:0002266	anterior olfactory nucleus	BAMS:AO
UBERON:0002266	anterior olfactory nucleus	BAMS:AON
UBERON:0002266	anterior olfactory nucleus	birnlex:1085
UBERON:0002266	anterior olfactory nucleus	BM:Tel-OAN
UBERON:0002266	anterior olfactory nucleus	BTO:0003649
UBERON:0002266	anterior olfactory nucleus	DHBA:10308
UBERON:0002266	anterior olfactory nucleus	EMAPA:35131
UBERON:0002266	anterior olfactory nucleus	EV:0100174
UBERON:0002266	anterior olfactory nucleus	FMA:77628
UBERON:0002266	anterior olfactory nucleus	HBA:4324
UBERON:0002266	anterior olfactory nucleus	http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=280
UBERON:0002266	anterior olfactory nucleus	http://en.wikipedia.org/wiki/Anterior_olfactory_nucleus
UBERON:0002266	anterior olfactory nucleus	http://linkedlifedata.com/resource/umls/id/C0175225
UBERON:0002266	anterior olfactory nucleus	http://ncicb.nci.nih.gov/xml/owl/EVS/Anterior_Olfactory_Nucleus
UBERON:0002266	anterior olfactory nucleus	MA:0000968
UBERON:0002266	anterior olfactory nucleus	MBA:159
UBERON:0002266	anterior olfactory nucleus	UMLS:C0175225
UBERON:0001570	inferior pharyngeal constrictor	EMAPA:18965
UBERON:0001570	inferior pharyngeal constrictor	FMA:46623
UBERON:0001570	inferior pharyngeal constrictor	http://en.wikipedia.org/wiki/Inferior_pharyngeal_constrictor_muscle
UBERON:0001570	inferior pharyngeal constrictor	http://www.snomedbrowser.com/Codes/Details/244803008
UBERON:0001570	inferior pharyngeal constrictor	MA:0002279
UBERON:2001482	middle lateral line nerve	ZFA:0001482
UBERON:0009634	root of coccygeal nerve	FMA:18131
UBERON:2005275	hyomandibular foramen	ZFA:0005629
UBERON:0016466	antihelix	FMA:60995
UBERON:0016466	antihelix	http://en.wikipedia.org/wiki/Antihelix
UBERON:0016466	antihelix	http://linkedlifedata.com/resource/umls/id/C0229308
UBERON:0016466	antihelix	http://ncicb.nci.nih.gov/xml/owl/EVS/Antihelix
UBERON:0016466	antihelix	http://www.snomedbrowser.com/Codes/Details/279612003
UBERON:2000658	epibranchial bone	ZFA:0000658
UBERON:0010509	strand of pelage hair	MA:0001897
UBERON:0003662	forelimb muscle	AAO:0000204
UBERON:0003662	forelimb muscle	BTO:0000479
UBERON:0003662	forelimb muscle	EMAPA:36049
UBERON:0003662	forelimb muscle	FMA:37348
UBERON:0002398	manus	AAO:0010803
UBERON:0002398	manus	BTO:0004668
UBERON:0002398	manus	CALOHA:TS-2213
UBERON:0002398	manus	EHDAA2:0000728
UBERON:0002398	manus	EMAPA:17428
UBERON:0002398	manus	FMA:9712
UBERON:0002398	manus	GAID:56
UBERON:0002398	manus	galen:Hand
UBERON:0002398	manus	http://linkedlifedata.com/resource/umls/id/C0018563
UBERON:0002398	manus	http://ncicb.nci.nih.gov/xml/owl/EVS/Hand
UBERON:0002398	manus	http://www.snomedbrowser.com/Codes/Details/302539009
UBERON:0002398	manus	MA:0000037
UBERON:0002398	manus	Manus:(anatomy)
UBERON:0002398	manus	MESH:A01.378.800.667
UBERON:0002398	manus	nlx_anat:20090603
UBERON:0002398	manus	OpenCyc:Mx4rvViGVZwpEbGdrcN5Y29ycA
UBERON:0002398	manus	UMLS:C0018563
UBERON:0002398	manus	VHOG:0000344
UBERON:0001710	lower jaw region	AAO:0000272
UBERON:0001710	lower jaw region	EFO:0003660
UBERON:0001710	lower jaw region	EHDAA:7995
UBERON:0001710	lower jaw region	EHDAA2:0001018
UBERON:0001710	lower jaw region	EMAPA:17906
UBERON:0001710	lower jaw region	FMA:59398
UBERON:0001710	lower jaw region	http://www.snomedbrowser.com/Codes/Details/362637005
UBERON:0001710	lower jaw region	Lower:Jaw
UBERON:0001710	lower jaw region	Lower:jaw
UBERON:0001710	lower jaw region	MESH:A02.835.232.781.324.502.632
UBERON:0001710	lower jaw region	VHOG:0000453
UBERON:0008948	upper lobe of lung	FMA:7334
UBERON:0008948	upper lobe of lung	galen:UpperLobeOfLung
UBERON:0008948	upper lobe of lung	http://linkedlifedata.com/resource/umls/id/C0225756
UBERON:0008948	upper lobe of lung	http://ncicb.nci.nih.gov/xml/owl/EVS/Lung_Upper_Lobe
UBERON:0008948	upper lobe of lung	http://www.snomedbrowser.com/Codes/Details/303548008
UBERON:0008948	upper lobe of lung	UMLS:C0225756
UBERON:0013278	canal of Nuck	http://en.wikipedia.org/wiki/Canal_of_Nuck
UBERON:2005036	supraintestinal artery	ZFA:0005036
UBERON:0011796	primary remex feather	:Primaries
UBERON:0017690	internal surface of frontal bone	FMA:52856
UBERON:0004055	primitive pit	EHDAA:551
UBERON:0004055	primitive pit	EHDAA2:0001521
UBERON:0004055	primitive pit	http://linkedlifedata.com/resource/umls/id/C1514439
UBERON:0004055	primitive pit	Primitive:Pit
UBERON:0004055	primitive pit	Primitive:pit
UBERON:0004055	primitive pit	UMLS:C1514439
UBERON:2002055	vertebra 6 - vertebra 7 joint	ZFA:0005506
UBERON:0006531	oculomotor muscle	CALOHA:TS-0305
UBERON:0006531	oculomotor muscle	http://linkedlifedata.com/resource/umls/id/C0028863
UBERON:0006531	oculomotor muscle	MA:0002432
UBERON:0006531	oculomotor muscle	MESH:A02.633.567.700
UBERON:0006531	oculomotor muscle	Oculomotor:Muscle
UBERON:0006531	oculomotor muscle	UMLS:C0028863
UBERON:0002079	left cardiac atrium	AAO:0010247
UBERON:0002079	left cardiac atrium	BTO:0001702
UBERON:0002079	left cardiac atrium	EHDAA2:0000275
UBERON:0002079	left cardiac atrium	EMAPA:17315
UBERON:0002079	left cardiac atrium	FMA:7097
UBERON:0002079	left cardiac atrium	galen:LeftAtrium
UBERON:0002079	left cardiac atrium	http://linkedlifedata.com/resource/umls/id/C0225860
UBERON:0002079	left cardiac atrium	http://www.snomedbrowser.com/Codes/Details/244387002
UBERON:0002079	left cardiac atrium	Left:Atrium
UBERON:0002079	left cardiac atrium	Left:atrium
UBERON:0002079	left cardiac atrium	MA:0000074
UBERON:0002079	left cardiac atrium	OpenCyc:Mx4rkJN1AagEEdudWQACs5b6Bw
UBERON:0002079	left cardiac atrium	OpenCyc:Mx8Ngh4rvgIFoJwpEbGdrcN5Y29ycB4rDJ89oqgPEdudWQACs5b6Bw
UBERON:0002079	left cardiac atrium	UMLS:C0225860
UBERON:0002079	left cardiac atrium	VHOG:0000369
UBERON:0002079	left cardiac atrium	XAO:0003191
UBERON:0002022	insula	BAMS:AI
UBERON:0002022	insula	BAMS:Ins
UBERON:0002022	insula	birnlex:1117
UBERON:0002022	insula	BTO:0001105
UBERON:0002022	insula	Central:Lobe
UBERON:0002022	insula	DHBA:12176
UBERON:0002022	insula	EV:0100172
UBERON:0002022	insula	FMA:67329
UBERON:0002022	insula	HBA:4268
UBERON:0002022	insula	http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=111
UBERON:0002022	insula	http://linkedlifedata.com/resource/umls/id/C0021640
UBERON:0002022	insula	http://ncicb.nci.nih.gov/xml/owl/EVS/Insula
UBERON:0002022	insula	http://www.snomedbrowser.com/Codes/Details/279201009
UBERON:0002022	insula	Insular:cortex
UBERON:0002022	insula	nlx:11342
UBERON:0002022	insula	OpenCyc:Mx4rvpK5WZwpEbGdrcN5Y29ycA
UBERON:0002022	insula	UMLS:C0021640
UBERON:0009600	mesenchyme of interdigital region of manus	EMAPA:32653
UBERON:2001457	postcranial axial cartilage	ZFA:0001457
UBERON:2001371	pancreatic system	ZFA:0001371
UBERON:0001416	skin of abdomen	Abdominal:Skin
UBERON:0001416	skin of abdomen	EFO:0000214
UBERON:0001416	skin of abdomen	FMA:22988
UBERON:0001416	skin of abdomen	FMA:23000
UBERON:0001416	skin of abdomen	http://linkedlifedata.com/resource/umls/id/C0222166
UBERON:0001416	skin of abdomen	http://www.snomedbrowser.com/Codes/Details/361707007
UBERON:0001416	skin of abdomen	MA:0000523
UBERON:0001416	skin of abdomen	UMLS:C0222166
UBERON:0001766	anterior chamber of eyeball	BTO:0002084
UBERON:0001766	anterior chamber of eyeball	EHDAA:9033
UBERON:0001766	anterior chamber of eyeball	EHDAA2:0000129
UBERON:0001766	anterior chamber of eyeball	EMAPA:18231
UBERON:0001766	anterior chamber of eyeball	FMA:58078
UBERON:0001766	anterior chamber of eyeball	GAID:889
UBERON:0001766	anterior chamber of eyeball	http://en.wikipedia.org/wiki/Anterior_chamber_of_eyeball
UBERON:0001766	anterior chamber of eyeball	http://linkedlifedata.com/resource/umls/id/C0003151
